149,Suwon,183,63,9581
150,Seoul,166,23,7694
151,Suwon,229,45,8398
152,Seoul,262,18,12235
153,Seoul,232,95,15794
154,Suwon,170,14,7328
155,Seoul,236,77,14850
156,Seoul,242,43,12308
157,Suwon,218,58,11313
158,Seoul,160,100,9238
159,Suwon,220,99,12030
160,Seoul,175,97,11277
161,Seoul,135,42,8351
162,Seoul,268,41,12354
163,Seoul,170,44,10054
164,Suwon,249,21,11406
165,Suwon,221,16,10244
166,Suwon,221,67,8824
167,Suwon,195,82,9743
168,Suwon,266,14,9027
169,Seoul,149,88,9208
170,Seoul,268,3,13036
171,Suwon,201,61,7999
172,Suwon,237,49,12313
173,Seoul,158,89,11230
174,Suwon,184,42,9027
175,Seoul,161,74,9156
176,Suwon,189,78,9635
177,Seoul,234,13,13406
178,Suwon,207,92,8478
179,Suwon,178,79,7967
180,Suwon,185,65,10027
181,Suwon,209,79,8610
182,Seoul,218,56,10997
183,Seoul,195,93,13100
184,Seoul,152,57,9493
185,Suwon,268,92,14222
186,Seoul,229,22,12074
187,Seoul,221,21,10719
188,Suwon,174,96,8129
189,Seoul,224,33,12297
190,Suwon,240,13,8967
191,Seoul,206,51,9918
192,Seoul,217,48,13481
193,Seoul,211,85,12721
194,Suwon,238,99,12705
195,Seoul,215,38,10651
196,Suwon,222,74,11733
197,Suwon,167,97,8380
198,Seoul,209,4,11492
199,Suwon,249,14,11094
200,Suwon,225,43,10740
201,Seoul,244,77,12677
202,Seoul,191,23,8773
203,Suwon,233,89,9585
204,Seoul,230,24,10393
205,Suwon,216,61,10067
206,Seoul,189,23,8989
207,Suwon,183,39,7113
208,Seoul,171,68,9088
209,Suwon,177,84,9636
210,Seoul,207,93,13638
211,Seoul,176,34,8304
212,Seoul,240,20,13630
213,Seoul,216,60,12993
214,Seoul,179,97,12387
215,Seoul,220,51,10584
216,Suwon,207,26,8723
217,Suwon,228,77,11728
218,Suwon,231,47,11078
219,Suwon,171,9,7823
220,Suwon,191,37,9551
221,Seoul,224,34,11273
222,Seoul,159,11,9732
223,Suwon,207,89,10681
224,Suwon,219,46,9395
225,Seoul,294,87,18931
226,Seoul,206,7,12193
227,Seoul,181,56,10316
228,Suwon,234,11,8274
229,Suwon,242,51,11278
230,Suwon,203,70,8135
231,Suwon,198,54,8384
232,Suwon,208,33,9400
233,Seoul,161,89,8339
234,Seoul,255,53,14749
235,Suwon,175,28,6761
236,Suwon,253,51,9542
237,Suwon,179,1,6340
238,Seoul,110,70,7304
239,Suwon,198,78,8440
240,Seoul,197,76,10935
241,Seoul,190,95,10809
242,Suwon,199,24,9836
243,Seoul,152,49,7801
244,Seoul,190,5,8519
245,Suwon,228,60,9820
246,Seoul,136,67,7064
247,Suwon,197,39,9154
248,Suwon,150,22,6946
249,Seoul,199,22,11330
250,Suwon,244,11,8505
251,Seoul,178,100,10482
252,Seoul,265,62,12763
253,Suwon,201,73,10819
254,Suwon,143,20,6435
255,Seoul,183,2,10358
256,Suwon,225,12,10474
257,Seoul,236,53,15060
258,Suwon,209,26,8224
259,Seoul,219,60,11551
260,Seoul,201,45,12238
261,Suwon,196,44,10163
262,Suwon,228,10,9005
263,Suwon,201,30,7533
264,Seoul,198,87,12798
265,Seoul,276,63,13691
266,Seoul,189,61,12125
267,Suwon,207,79,10068
268,Suwon,196,84,8882
269,Seoul,222,98,14720
270,Suwon,160,32,7684
271,Suwon,255,71,9922
272,Seoul,240,96,16161
273,Suwon,208,61,10789
274,Suwon,195,2,8451
275,Suwon,257,68,11724
276,Seoul,185,53,11447
277,Seoul,209,52,10015
278,Seoul,193,59,12368
279,Seoul,174,10,9941
280,Suwon,180,6,8740
281,Seoul,222,15,13137
282,Seoul,212,15,11214
283,Seoul,217,88,13041
284,Suwon,198,44,7585
285,Seoul,196,21,11909
286,Suwon,267,28,13094
287,Seoul,198,1,9687
288,Suwon,166,45,7816
289,Seoul,213,3,12033
290,Suwon,193,21,9364
291,Seoul,203,77,12036
292,Suwon,232,13,8980
293,Suwon,211,5,9824
294,Seoul,188,20,8931
295,Suwon,220,72,11272
296,Seoul,223,16,10929
297,Seoul,162,42,9440
298,Suwon,165,16,5807
299,Suwon,186,17,8522
300,Seoul,151,87,9396
301,Seoul,214,96,14092
302,Seoul,187,26,10716
303,Seoul,182,22,8955
304,Seoul,224,91,11956
305,Seoul,218,87,14539
306,Seoul,217,24,11269
307,Suwon,231,24,9713
308,Suwon,165,64,8510
309,Seoul,221,19,12696
310,Seoul,222,70,13091
311,Suwon,195,25,9716
312,Suwon,227,79,12093
313,Suwon,215,39,10682
314,Seoul,169,54,9172
315,Seoul,174,57,9834
316,Seoul,201,74,11127
317,Seoul,193,27,9733
318,Seoul,205,97,11976
319,Seoul,161,98,8795
320,Suwon,194,42,9023
321,Seoul,217,2,10354
322,Seoul,182,26,10910
323,Suwon,214,93,9445
324,Seoul,201,17,9922
325,Seoul,233,48,11831
326,Suwon,172,89,8781
327,Seoul,166,67,8580
328,Seoul,214,88,13832
329,Seoul,229,13,11227
330,Seoul,202,17,9624
331,Seoul,176,35,7786
332,Suwon,203,48,7873
333,Seoul,255,17,14921
334,Suwon,203,5,8057
335,Seoul,234,50,13144
336,Seoul,196,56,9143
337,Suwon,247,17,8429
338,Seoul,198,78,13310
339,Seoul,216,58,11432
340,Suwon,235,47,12031
341,Seoul,225,81,11169
342,Seoul,170,24,9393
343,Suwon,203,7,8873
344,Suwon,209,78,8912
345,Suwon,171,35,6327
346,Seoul,220,36,12092
347,Suwon,180,24,7281
348,Suwon,230,14,11161
349,Seoul,253,13,12975
350,Suwon,244,23,12023
351,Seoul,215,83,11551
352,Suwon,178,64,8627
353,Suwon,159,45,8050
354,Seoul,210,88,11088
355,Seoul,184,33,10741
356,Suwon,194,34,9211
357,Seoul,238,35,10997
358,Seoul,199,14,9328
359,Suwon,180,67,9447
360,Suwon,189,32,9331
361,Suwon,196,41,9592
362,Suwon,180,93,10294
363,Suwon,116,92,6220
364,Suwon,169,70,7413
365,Suwon,183,28,7605
366,Seoul,208,99,14234
367,Suwon,264,12,9431
368,Seoul,208,71,10188
369,Seoul,182,93,9382
370,Suwon,225,57,8942
371,Suwon,191,74,10426
372,Suwon,175,11,6785
373,Seoul,179,34,10968
374,Suwon,225,87,12071
375,Seoul,260,18,15297
376,Suwon,173,83,9515
377,Seoul,152,32,9515
378,Seoul,194,8,8966
379,Seoul,244,31,14614
380,Seoul,231,78,11561
381,Suwon,216,1,8888
382,Seoul,243,86,11616
383,Seoul,222,71,11878
384,Seoul,210,84,11721
385,Seoul,171,61,11185
386,Suwon,192,98,9142
387,Seoul,233,20,11316
388,Seoul,161,16,7157
389,Seoul,209,79,12582
390,Suwon,227,26,11146
391,Suwon,249,94,13416
392,Seoul,225,71,13217
393,Suwon,254,18,11064
394,Seoul,197,20,11071
395,Suwon,217,32,9683
396,Suwon,228,85,10269
397,Suwon,182,79,9597
398,Suwon,201,47,8615
399,Suwon,198,60,10084
400,Suwon,229,48,11027
401,Suwon,253,68,10841
402,Seoul,196,34,10386
403,Seoul,220,2,10346
404,Seoul,225,65,14230
405,Seoul,168,5,9579
406,Seoul,227,55,13269
407,Suwon,214,67,10265
408,Suwon,209,20,7803
409,Seoul,225,85,13668
410,Seoul,232,13,10158
411,Seoul,168,71,10549
412,Suwon,202,53,10095
413,Seoul,174,95,11122
414,Seoul,222,82,11464
415,Suwon,159,0,5434
416,Suwon,190,47,7988
417,Seoul,226,34,13905
418,Suwon,208,38,7906
419,Suwon,206,16,8768
420,Seoul,211,99,13510
421,Suwon,187,41,6967
422,Seoul,237,41,13254
423,Suwon,166,35,8021
424,Seoul,178,9,10279
425,Seoul,214,4,9173
426,Seoul,225,14,10737
427,Seoul,273,6,16496
428,Suwon,186,11,8477
429,Suwon,215,59,10331
430,Suwon,205,85,10184
431,Suwon,232,35,10487
432,Seoul,204,86,13261
433,Suwon,224,48,9277
434,Suwon,195,43,7937
435,Suwon,238,99,10120
436,Suwon,140,22,6475
437,Suwon,173,28,8809
438,Seoul,174,68,9522
439,Seoul,174,21,8535
440,Suwon,144,21,5114
441,Suwon,151,71,6993
442,Suwon,164,76,7854
443,Suwon,194,57,8417
444,Seoul,155,16,6819
445,Seoul,200,12,8768
446,Seoul,171,42,8790
447,Seoul,189,89,10062
448,Suwon,202,77,10549
449,Seoul,219,29,10827
450,Suwon,221,85,9355
451,Suwon,143,100,7388
452,Suwon,211,43,9147
453,Seoul,189,68,9649
454,Suwon,144,13,6227
455,Seoul,165,99,10973
456,Suwon,164,6,7283
457,Suwon,198,17,7231
458,Suwon,131,87,7931
459,Suwon,133,11,6179
460,Seoul,192,69,11388
461,Suwon,195,18,6679
462,Seoul,193,23,11845
463,Seoul,179,59,11323
464,Suwon,221,95,11167
465,Suwon,196,58,9079
466,Seoul,176,50,10388
467,Seoul,205,14,11573
468,Suwon,200,61,10771
469,Seoul,217,63,13540
470,Suwon,211,3,9254
471,Suwon,196,80,10730
472,Suwon,181,10,7095
473,Seoul,174,48,10112
474,Suwon,210,97,8905
475,Suwon,242,23,9922
476,Seoul,224,86,13025
477,Suwon,190,37,8036
478,Suwon,215,20,8509
479,Seoul,196,96,11965
480,Suwon,216,31,10458
481,Seoul,229,19,12980
482,Seoul,224,20,13063
483,Seoul,200,100,11165
484,Seoul,170,40,9443
485,Suwon,196,10,9169
486,Seoul,168,24,9086
487,Suwon,193,46,8592
488,Seoul,203,67,10937
489,Suwon,214,70,11300
490,Seoul,192,55,10215
491,Seoul,209,62,11298
492,Suwon,219,44,10411
493,Seoul,171,69,8643
494,Suwon,193,60,9903
495,Seoul,193,12,11680
496,Suwon,193,28,8204
497,Seoul,238,65,14526
498,Seoul,182,83,10235
499,Suwon,187,77,9433
500,Suwon,166,1,5824
501,Seoul,238,51,14089
502,Seoul,233,41,10152
503,Suwon,156,13,5608
504,Seoul,208,52,12248
505,Seoul,280,37,15962
506,Suwon,166,16,7930
507,Suwon,211,57,7984
508,Suwon,200,87,10273
509,Seoul,211,76,10866
510,Seoul,151,100,9724
511,Seoul,220,99,12344
512,Suwon,194,94,11039
513,Seoul,224,61,11137
514,Seoul,187,44,10255
515,Suwon,210,78,9579
516,Suwon,214,6,9661
517,Seoul,279,91,14622
518,Suwon,235,18,9685
519,Suwon,222,30,10098
520,Suwon,188,48,9232
521,Seoul,199,50,12932
522,Seoul,226,12,11488
523,Suwon,236,67,11212
524,Suwon,201,18,6955
525,Seoul,247,4,11649
526,Seoul,142,100,10124
527,Suwon,214,15,9907
528,Suwon,170,70,9544
529,Suwon,241,94,11371
530,Suwon,177,21,7671
531,Seoul,186,56,11347
532,Suwon,184,77,7777
533,Suwon,184,95,8725
534,Seoul,203,73,11467
535,Suwon,218,53,9302
536,Seoul,218,52,13123
537,Suwon,220,26,10253
538,Seoul,229,17,10479
539,Seoul,213,45,11408
540,Suwon,195,61,9683
541,Suwon,174,100,7829
542,Suwon,163,76,7175
543,Seoul,227,90,13050
544,Suwon,230,56,9904
545,Suwon,159,14,6759
546,Seoul,185,88,12426
547,Seoul,215,29,10759
548,Suwon,196,23,9083
549,Suwon,156,10,5292
550,Seoul,223,2,12154
551,Seoul,225,36,13660
552,Seoul,203,48,12740
553,Suwon,211,13,8871
554,Suwon,216,76,8979
555,Suwon,171,1,7644
556,Seoul,169,49,9382
557,Seoul,239,100,14652
558,Seoul,189,28,9937
559,Seoul,243,52,13415
560,Seoul,186,15,9045
561,Suwon,190,53,9245
562,Suwon,212,100,10300
563,Seoul,146,59,8118
564,Seoul,184,98,12317
565,Seoul,201,27,11443
566,Seoul,225,83,13893
567,Suwon,210,99,9647
568,Seoul,201,67,12384
569,Suwon,276,0,11240
570,Suwon,177,95,8939
571,Suwon,241,30,9379
572,Seoul,197,37,10974
573,Suwon,224,9,10382
574,Suwon,232,35,8837
575,Seoul,204,36,11792
576,Suwon,155,28,6308
577,Suwon,200,91,9855
578,Suwon,258,54,12791
579,Seoul,211,73,13308
580,Suwon,249,32,12176
581,Seoul,227,90,11778
582,Seoul,212,54,13366
583,Seoul,214,67,12720
584,Seoul,187,54,9269
585,Suwon,165,33,8347
586,Seoul,154,0,7191
587,Suwon,233,16,10628
588,Suwon,183,50,9269
589,Suwon,164,0,7635
590,Seoul,168,92,11047
591,Suwon,211,23,7918
592,Suwon,222,84,12027
593,Seoul,265,36,11365
594,Seoul,241,30,14376
595,Suwon,176,95,8113
596,Suwon,242,85,9591
597,Seoul,187,97,12944
598,Seoul,199,86,11354
599,Seoul,201,98,10877
600,Seoul,182,75,10041
601,Seoul,222,49,12872
602,Suwon,188,28,9189
603,Seoul,214,82,12606
604,Suwon,154,55,6583
605,Seoul,192,22,8888
606,Suwon,146,38,7365
607,Suwon,224,48,8918
608,Suwon,195,23,9503
609,Seoul,226,23,9621
610,Seoul,172,73,9078
611,Seoul,283,49,13702
612,Seoul,195,66,10113
613,Suwon,220,89,8946
614,Suwon,219,70,10428
615,Suwon,245,44,9771
616,Suwon,235,59,8851
617,Seoul,223,6,10534
618,Suwon,248,77,11115
619,Suwon,182,39,8161
620,Suwon,190,60,10198
621,Suwon,211,82,8559
622,Suwon,204,44,10228
623,Suwon,149,82,8557
624,Suwon,244,68,10173
625,Suwon,154,18,5385
626,Suwon,184,91,10497
627,Suwon,184,67,9443
628,Seoul,199,53,10137
629,Suwon,249,24,9789
630,Suwon,197,67,10670
631,Suwon,188,81,8670
632,Suwon,222,92,10469
633,Suwon,171,99,9852
634,Seoul,299,32,15589
635,Seoul,210,80,11211
636,Seoul,177,77,9282
637,Seoul,230,67,14290
638,Seoul,166,32,9934
639,Seoul,186,13,10895
640,Seoul,196,10,8463
641,Seoul,181,100,11099
642,Seoul,215,85,14572
643,Seoul,181,14,9167
644,Seoul,141,55,7072
645,Suwon,217,88,11652
646,Seoul,192,29,8619
647,Seoul,168,72,11319
648,Suwon,229,49,9921
649,Suwon,225,6,7321
650,Seoul,160,73,9283
651,Seoul,229,97,15677
652,Seoul,176,42,8353
653,Seoul,205,93,11652
654,Seoul,270,11,15066
655,Suwon,148,8,6190
656,Seoul,257,61,14638
657,Seoul,203,60,12161
658,Seoul,191,13,9834
659,Seoul,202,82,11321
660,Seoul,195,22,9987
661,Seoul,186,52,8654
662,Seoul,230,56,10769
663,Seoul,233,72,11867
664,Seoul,198,43,10915
665,Seoul,225,96,14993
666,Seoul,181,77,9429
667,Seoul,214,63,14005
668,Suwon,216,73,9389
669,Suwon,156,58,7138
670,Suwon,144,6,4833
671,Seoul,254,12,13485
672,Suwon,187,27,8156
673,Suwon,153,3,5279
674,Seoul,187,76,11062
675,Seoul,288,86,13417
676,Suwon,209,75,10709
677,Suwon,175,46,7207
678,Seoul,202,71,10773
679,Suwon,169,5,8037
680,Seoul,208,100,11595
681,Suwon,207,70,10140
682,Suwon,178,83,9735
683,Suwon,221,62,10953
684,Seoul,146,7,8285
685,Seoul,195,7,8760
686,Seoul,208,6,10094
687,Suwon,219,91,12079
688,Suwon,188,96,9099
689,Seoul,226,77,12232
690,Seoul,194,92,12515
691,Seoul,246,14,12268
692,Seoul,207,77,13668
693,Seoul,257,78,15138
694,Seoul,169,82,11621
695,Seoul,170,62,9973
696,Seoul,197,91,11065
697,Suwon,178,22,7357
698,Suwon,199,63,7961
699,Suwon,251,98,12767
700,Seoul,208,20,10060
701,Suwon,259,53,10777
702,Seoul,212,95,13640
703,Suwon,234,39,8646
704,Seoul,238,63,11070
705,Suwon,201,73,8522
706,Suwon,214,64,9589
707,Seoul,216,52,9896
708,Suwon,191,78,8253
709,Seoul,186,52,12166
710,Seoul,175,64,11506
711,Suwon,219,81,9109
712,Seoul,283,26,17387
713,Seoul,204,50,11114
714,Suwon,150,94,7239
715,Suwon,187,59,7356
716,Seoul,206,5,9497
717,Seoul,208,10,10644
718,Seoul,168,61,9810
719,Suwon,219,63,9572
720,Suwon,211,36,8572
721,Suwon,208,52,10691
722,Seoul,190,62,9397
723,Seoul,209,47,9495
724,Suwon,190,8,8811
725,Suwon,161,59,6715
726,Seoul,175,53,10222
727,Seoul,225,33,12862
728,Seoul,210,4,12654
729,Seoul,149,65,9067
730,Seoul,203,92,12991
731,Seoul,259,60,14157
732,Seoul,237,29,10336
733,Suwon,199,21,6887
734,Suwon,181,39,9368
735,Seoul,222,74,11184
736,Seoul,207,21,11620
737,Seoul,168,5,8159
738,Seoul,182,40,8345
739,Seoul,153,56,7525
740,Suwon,192,43,7074
741,Suwon,259,91,10274
742,Suwon,199,18,6862
743,Suwon,189,54,9880
744,Seoul,165,33,7921
745,Seoul,235,53,14169
746,Seoul,217,70,13468
747,Suwon,177,71,8435
748,Seoul,147,97,7901
749,Seoul,199,98,13845
750,Seoul,223,78,13130
751,Seoul,217,29,11272
752,Suwon,140,17,5429
753,Seoul,198,3,10741
754,Seoul,189,50,8610
755,Seoul,208,87,10408
756,Suwon,181,76,10151
757,Suwon,198,1,9036
758,Seoul,207,20,12760
759,Suwon,241,91,9595
760,Suwon,226,57,8966
761,Seoul,203,20,12097
762,Suwon,206,83,10101
763,Seoul,214,98,11728
764,Seoul,177,89,9544
765,Suwon,188,73,8907
766,Seoul,210,48,9853
767,Seoul,256,31,14434
768,Seoul,179,40,10407
769,Seoul,196,5,9730
770,Suwon,197,97,11255
771,Suwon,149,18,6267
772,Seoul,209,50,10344
773,Seoul,193,83,9963
774,Suwon,218,30,8718
775,Suwon,197,76,8278
776,Suwon,251,63,12888
777,Suwon,203,24,8661
778,Suwon,224,48,8666
779,Seoul,201,31,8777
780,Suwon,228,16,9531
781,Seoul,229,46,10360
782,Seoul,191,27,9351
783,Seoul,248,73,12635
784,Seoul,218,96,11433
785,Seoul,249,12,12792
786,Suwon,185,30,9157
787,Suwon,191,33,7646
788,Suwon,230,39,8794
789,Suwon,203,8,7424
790,Suwon,261,19,11192
791,Suwon,181,17,6828
792,Seoul,280,34,12905
793,Seoul,224,71,14216
794,Suwon,223,5,9990
795,Suwon,242,58,10669
796,Seoul,185,9,11275
797,Suwon,225,100,10418
798,Seoul,193,65,12060
799,Seoul,196,58,9747
800,Suwon,176,9,6754
801,Suwon,187,3,6313
802,Seoul,163,2,8204
803,Suwon,121,40,4776
804,Seoul,260,44,16119
805,Suwon,211,29,9182
806,Suwon,205,66,8264
807,Suwon,261,9,12039
808,Suwon,160,49,7499
809,Suwon,203,52,10519
810,Suwon,220,13,9491
811,Seoul,161,100,10445
812,Seoul,223,68,12776
813,Suwon,136,94,7730
814,Suwon,220,40,9035
815,Suwon,227,4,9959
816,Suwon,228,79,9114
817,Suwon,232,83,12673
818,Seoul,186,97,9461
819,Seoul,182,46,10259
820,Seoul,224,12,12599
821,Suwon,263,77,12395
822,Suwon,264,73,13627
823,Suwon,233,3,9158
824,Suwon,227,83,9229
825,Suwon,265,12,8895
826,Seoul,231,18,10472
827,Seoul,219,67,12147
828,Seoul,125,24,6047
829,Suwon,195,20,9174
830,Suwon,254,18,10536
831,Suwon,160,94,7230
832,Suwon,175,32,7359
833,Suwon,179,27,9017
834,Seoul,202,100,13646
835,Seoul,177,89,10634
836,Seoul,228,93,15486
837,Seoul,143,56,8550
838,Seoul,215,94,14711
839,Seoul,235,63,13899
840,Suwon,181,45,9100
841,Seoul,170,66,10045
842,Suwon,211,31,9520
843,Suwon,154,19,7556
844,Suwon,172,41,7320
845,Suwon,214,7,10111
846,Suwon,241,89,12182
847,Seoul,250,31,12583
848,Suwon,204,24,7116
849,Suwon,198,58,10370
850,Seoul,151,43,9358
851,Suwon,174,91,8963
852,Seoul,166,19,8608
853,Seoul,194,76,9899
854,Seoul,170,78,9774
855,Suwon,191,42,8676
856,Seoul,236,60,15195
857,Suwon,228,52,9643
858,Seoul,204,46,9343
859,Seoul,192,52,11091
860,Suwon,188,36,7473
861,Seoul,190,5,9513
862,Suwon,237,54,12200
863,Suwon,155,88,8622
864,Suwon,228,21,9513
865,Suwon,251,4,11574
866,Suwon,182,50,7171
867,Suwon,231,50,11953
868,Seoul,230,4,12907
869,Seoul,217,87,12677
870,Seoul,158,22,8070
871,Seoul,166,27,9634
872,Suwon,195,82,9021
873,Suwon,172,96,8649
874,Suwon,232,36,9235
875,Suwon,196,84,8863
876,Suwon,225,33,10896
877,Suwon,177,85,7810
878,Seoul,194,51,10398
879,Suwon,170,98,8981
880,Seoul,191,70,11507
881,Seoul,255,84,14144
882,Suwon,162,65,8385
883,Seoul,147,13,8362
884,Suwon,143,99,7985
885,Seoul,207,82,10075
886,Seoul,228,23,10274
887,Seoul,188,85,12799
888,Seoul,193,66,10051
889,Suwon,200,53,9601
890,Seoul,223,73,11456
891,Suwon,195,70,9498
892,Suwon,192,11,8983
893,Suwon,179,67,8440
894,Suwon,210,72,8989
895,Seoul,201,26,9594
896,Suwon,227,99,11306
897,Seoul,218,64,10672
898,Suwon,150,62,8093
899,Seoul,255,86,13667
900,Suwon,224,68,8892
901,Seoul,121,53,6197
902,Seoul,250,61,16154
903,Suwon,216,95,9234
904,Seoul,192,34,10910
905,Seoul,177,13,7597
906,Suwon,210,94,11095
907,Suwon,161,73,8996
908,Suwon,188,17,7995
909,Suwon,210,35,9301
910,Seoul,171,0,10112
911,Seoul,210,97,12454
912,Suwon,182,19,8300
913,Seoul,222,87,12646
914,Seoul,195,50,10496
915,Seoul,243,65,11857
916,Seoul,202,85,10043
917,Suwon,223,71,11030
918,Seoul,188,2,7976
919,Seoul,184,4,8229
920,Suwon,234,82,12581
921,Seoul,186,50,9222
922,Seoul,179,84,10909
923,Seoul,214,53,10240
924,Suwon,282,39,10973
925,Suwon,210,54,8842
926,Seoul,200,99,10407
927,Suwon,211,43,8516
928,Seoul,170,46,9807
929,Suwon,158,34,7799
930,Seoul,214,93,12003
931,Seoul,160,79,10738
932,Seoul,229,8,12548
933,Seoul,182,79,9313
934,Suwon,145,50,5734
935,Suwon,169,56,7051
936,Suwon,194,36,9241
937,Suwon,230,13,9209
938,Suwon,167,93,9551
939,Seoul,165,63,8401
940,Suwon,181,16,8643
941,Suwon,210,14,10323
942,Suwon,195,38,8595
943,Suwon,189,98,10045
944,Seoul,177,41,9566
945,Suwon,186,60,7624
946,Suwon,225,32,11001
947,Suwon,181,33,7563
948,Suwon,171,52,9106
949,Suwon,184,30,7559
950,Seoul,262,60,15677
951,Seoul,167,46,8959
952,Suwon,195,0,7916
953,Suwon,226,50,9745
954,Suwon,227,16,8529
955,Suwon,203,99,11019
956,Suwon,138,47,5743
957,Seoul,188,29,8230
958,Seoul,211,45,12920
959,Suwon,214,14,7350
960,Seoul,160,44,9305
961,Seoul,258,49,15536
962,Suwon,189,30,7624
963,Suwon,171,76,9192
964,Suwon,236,31,11790
965,Suwon,173,75,8003
966,Suwon,215,78,10614
967,Seoul,177,77,10708
968,Seoul,253,45,15399
969,Suwon,176,28,8246
970,Suwon,204,94,8921
971,Suwon,203,89,9737
972,Seoul,194,53,12693
973,Suwon,204,12,6809
974,Suwon,195,52,7467
975,Seoul,179,35,9618
976,Seoul,167,38,10338
977,Suwon,246,56,12234
978,Seoul,208,12,12419
979,Suwon,174,26,7831
980,Suwon,204,68,7917
981,Suwon,159,71,8391
982,Seoul,192,60,10874
983,Suwon,205,41,9214
984,Seoul,223,17,11792
985,Suwon,208,11,7276
986,Seoul,175,74,8879
987,Suwon,176,57,7136
988,Seoul,204,82,11960
989,Seoul,193,52,9881
990,Seoul,207,52,9431
991,Suwon,193,65,8411
992,Suwon,198,50,9516
993,Suwon,194,34,7613
994,Seoul,184,68,10345
995,Suwon,244,71,10828
996,Seoul,183,73,9610
997,Seoul,153,30,6952
998,Suwon,187,2,8662
999,Seoul,151,80,7773
